Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,WDS120G1G0B,WD,Green SATA M.2 120GB,818,53.5,4753,https://ssd.userbenchmark.com/SpeedTest/203345/WDC-WDS120G1G0B-00RC30
SSD,MKNSSDCR60GB,Mushkin,Chronos 60GB,819,53.4,82,https://ssd.userbenchmark.com/SpeedTest/1564/MKNSSDCR60GB
SSD,MZ-7PC064B/WW,Samsung,830 64GB,820,53.4,2311,https://ssd.userbenchmark.com/SpeedTest/1525/SAMSUNG-SSD-830-Series
SSD,,Kingston,SS200S330G 30GB,821,53.4,128,https://ssd.userbenchmark.com/SpeedTest/8275/KINGSTON-SS200S330G
SSD,SSDSC2MH120A2,Intel,510 Series 120GB,822,53.3,1528,https://ssd.userbenchmark.com/SpeedTest/1357/INTEL-SSDSC2MH120A2
SSD,SSDSCMMW180A3L,Intel,521 Series 180GB,823,53.1,243,https://ssd.userbenchmark.com/SpeedTest/11361/INTEL-SSDSCMMW180A3L
SSD,SDSSDA-480G-G25,SanDisk,SSD Plus 480GB,824,52.9,8311,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,SDSSDA-480G-G26,SanDisk,SSD Plus 480GB,824,52.9,8311,https://ssd.userbenchmark.com/SpeedTest/131770/SanDisk-SDSSDA480G
SSD,SD6SF1M-064G-1022,SanDisk,X110 mSATA 64GB,825,52.8,21,https://ssd.userbenchmark.com/SpeedTest/15608/SanDisk-SD6SF1M064G1022
SSD,,Adata,XM11 128GB,826,52.8,121,https://ssd.userbenchmark.com/SpeedTest/6599/ADATA-XM11-128GB
SSD,WDS240G1G0A,WD,Green 240GB (2016),827,52.8,13923,https://ssd.userbenchmark.com/SpeedTest/204096/WDC-WDS240G1G0A-00SS50
SSD,MKNSSDCR60GB-DX,Mushkin,Chronos Deluxe 60GB,828,52.7,85,https://ssd.userbenchmark.com/SpeedTest/5641/MKNSSDCR60GB-DX
SSD,WDS240G1G0B,WD,Green SATA M.2 240GB,829,52.3,3850,https://ssd.userbenchmark.com/SpeedTest/211712/WDC-WDS240G1G0B-00RC30
SSD,,PNY,SSD2SC240G726A104-474-27753 240GB,830,52.1,62,https://ssd.userbenchmark.com/SpeedTest/5288/SSD2SC240G726A104-474-27753
SSD,SSD9SC240GMDA-RB,PNY,XLR8 240GB,831,52.1,474,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,SSD2SC240GC2DH16T,PNY,XLR8 240GB,831,52.1,474,https://ssd.userbenchmark.com/SpeedTest/4356/SSD2SC240GC2DH16T-T
SSD,CSSD-F120GBLS,Corsair,Force LS 120GB,832,51.8,6748,https://ssd.userbenchmark.com/SpeedTest/5526/Corsair-Force-LS-SSD
SSD,MTFDDAT256MAM-1K2,Micron,C400 RealSSD mSATA 256GB,833,51.8,375,https://ssd.userbenchmark.com/SpeedTest/4639/MTFDDAT256MAM-1K2
SSD,,Samsung,MZNTD128HAGM-00000 128GB,834,51.7,637,https://ssd.userbenchmark.com/SpeedTest/4106/SAMSUNG-MZNTD128HAGM-00000
SSD,AGT3-25SAT3-240G,OCZ,Agility 3 240GB,835,51.5,7181,https://ssd.userbenchmark.com/OCZ-Agility-3-240GB/Rating/369
SSD,SV300S37A/480G,Kingston,SSDNow V300 480GB,836,51.5,10120,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-480GB/Rating/3480
SSD,CSSD-F240GB3-BK,Corsair,Force 3 240GB,837,51.1,4309,https://ssd.userbenchmark.com/Corsair-Force-3-240GB/Rating/1454
SSD,,Liteonit,LMS-32L6M mSATA 32GB,838,50.8,213,https://ssd.userbenchmark.com/SpeedTest/5079/LITEONIT-LMS-32L6M-mSATA-32GB
SSD,,Samsung,PM830 mSATA 64GB,839,50.7,189,https://ssd.userbenchmark.com/SpeedTest/4586/SAMSUNG-SSD-PM830-mSATA-64GB
SSD,,Adata,XM11 128GB,840,50.5,142,https://ssd.userbenchmark.com/SpeedTest/8415/ADATA-XM11-128GB
SSD,,PNY,SSD2SC120G3LC726B104-370P 120GB,841,50.3,56,https://ssd.userbenchmark.com/SpeedTest/8341/SSD2SC120G3LC726B104-370P
SSD,TS64GSSD340,Transcend,SSD340 64GB,842,49.8,160,https://ssd.userbenchmark.com/SpeedTest/10576/TS64GSSD-340
SSD,,Liteonit,LAT-256M2S 256GB,843,49.4,418,https://ssd.userbenchmark.com/SpeedTest/8201/LITEONIT-LAT-256M2S
SSD,SV300S37A/60G,Kingston,SSDNow V300 60GB,844,49.1,16728,https://ssd.userbenchmark.com/SpeedTest/1905/KINGSTON-SV300S37A60G
SSD,,Samsung,MZMTD128HAFV-000L1 128GB,845,48.9,1695,https://ssd.userbenchmark.com/SpeedTest/3377/SAMSUNG-MZMTD128HAFV-000L1
SSD,MKNSSDCR480GB,Mushkin,Chronos 480GB,846,48.8,186,https://ssd.userbenchmark.com/SpeedTest/2434/MKNSSDCR480GB
SSD,MTFDDAT128MAM-1J2,Micron,C400 RealSSD mSATA 128GB,847,48.7,552,https://ssd.userbenchmark.com/SpeedTest/6355/MTFDDAT128MAM-1J2
SSD,AGT3-25SAT3-120G,OCZ,Agility 3 120GB,848,48.6,27567,https://ssd.userbenchmark.com/OCZ-Agility-3-120GB/Rating/2262
SSD,,Samsung,MZMPC064HBDR-000L1 64GB,849,48.5,85,https://ssd.userbenchmark.com/SpeedTest/5687/SAMSUNG-MZMPC064HBDR-000L1
SSD,,OCZ,OCTANE 128GB,850,48,249,https://ssd.userbenchmark.com/SpeedTest/5496/OCZ-OCTANE
SSD,AS511S3-60GM-C,Adata,S511 60GB,851,47.9,21,https://ssd.userbenchmark.com/SpeedTest/5776/ADATA-SS-D-S511-60GB
SSD,,OCZ,SOLID3 120GB,852,47.7,1101,https://ssd.userbenchmark.com/SpeedTest/1435/OCZ-SOLID3
SSD,PT60GS25SSDR,Patriot,Torch 60GB,853,47.4,116,https://ssd.userbenchmark.com/SpeedTest/24101/Patriot-Torch
SSD,,Crucial,C300-CTFDDAC128M 128GB,854,47.4,268,https://ssd.userbenchmark.com/SpeedTest/2610/C300-CTFDDAC128M
SSD,CSSD-F180GB3-BK,Corsair,Force 3 180GB,855,47.2,1026,https://ssd.userbenchmark.com/SpeedTest/3275/Corsair-Force-3-SSD
SSD,CSSD-F120GB3-BK,Corsair,Force 3 120GB,856,47,14768,https://ssd.userbenchmark.com/Corsair-Force-3-120GB/Rating/2243
SSD,TS128GSSD320,Transcend,SSD320 128GB,857,47,1169,https://ssd.userbenchmark.com/SpeedTest/5322/TS128GSSD320
SSD,PB120GS25SSDR,Patriot,Blaze 120GB,858,46.7,1683,https://ssd.userbenchmark.com/SpeedTest/16087/Patriot-Blaze-SSD
SSD,SSDSA2BZ300G3,Intel,710 Series 300GB,859,46.5,27,https://ssd.userbenchmark.com/SpeedTest/17911/INTEL-SSDSA2BZ300G3S
SSD,,Plextor,PX-128M2S 128GB,860,46.4,148,https://ssd.userbenchmark.com/SpeedTest/5774/PLEXTOR--PX-128M2S
SSD,WDS240G2G0A,WD,Green 240GB (2018),861,46.2,68903,https://ssd.userbenchmark.com/SpeedTest/377351/WDC-WDS240G2G0A-00JH30
SSD,,Liteonit,LSS-24L6G 24GB,862,46.2,152,https://ssd.userbenchmark.com/SpeedTest/1985/LITEONIT-LSS-24L6G
SSD,SSDSA2CW300G3,Intel,320 Series 300GB,863,46.2,1331,https://ssd.userbenchmark.com/SpeedTest/3362/INTEL-SSDSA2CW300G3
SSD,,PNY,SSD2SC120G726A104-475-27796 120GB,864,45.9,204,https://ssd.userbenchmark.com/SpeedTest/5173/SSD2SC120G726A104-475-27796
SSD,TS64GMSA720,Transcend,MSA720 mSATA 64GB,865,45.8,5,https://ssd.userbenchmark.com/SpeedTest/16849/TS64GMSA720
SSD,CSSD-F90GB3-BK,Corsair,Force 3 90GB,866,45.8,1398,https://ssd.userbenchmark.com/SpeedTest/4312/Corsair-Force-3-SSD
SSD,,Intel,SSDSCIHF120A4H 120GB,867,45.5,159,https://ssd.userbenchmark.com/SpeedTest/12016/INTEL-SSDSCIHF120A4H
SSD,,Liteonit,LMT-32L3M 32GB,868,45.4,251,https://ssd.userbenchmark.com/SpeedTest/2902/LITEONIT-LMT-32L3M
SSD,,Crucial,C300-CTFDDAC064MAG 64GB,869,45.2,1177,https://ssd.userbenchmark.com/SpeedTest/3513/C300-CTFDDAC064MAG
SSD,,OCZ,AGILITY3 128GB,870,45.1,430,https://ssd.userbenchmark.com/SpeedTest/5791/OCZ-AGILITY3
SSD,PT120GS25SSDR,Patriot,Torch 120GB,871,44.7,106,https://ssd.userbenchmark.com/SpeedTest/24105/Patriot-Torch
SSD,PB60GS25SSDR,Patriot,Blaze 60GB,872,44.3,517,https://ssd.userbenchmark.com/SpeedTest/18273/Patriot-Blaze
SSD,,OCZ,AGILITY4 64GB,873,44.2,318,https://ssd.userbenchmark.com/SpeedTest/5686/OCZ-AGILITY4
SSD,,,SiImage 50GB,874,44.2,43,https://ssd.userbenchmark.com/SpeedTest/5297/SiImage
SSD,,Liteonit,LAT-128M2S 128GB,875,44.1,377,https://ssd.userbenchmark.com/SpeedTest/3797/LITEONIT-LAT-128M2S
SSD,CSSD-F120GB2,Corsair,Force 120GB,876,43.8,1548,https://ssd.userbenchmark.com/SpeedTest/1321/Corsair-CSSD-F120GB2
SSD,C400-MTFDDAT064MAM,Micron,C400 RealSSD mSATA 64GB,877,43.8,172,https://ssd.userbenchmark.com/SpeedTest/6723/C400-MTFDDAT064MAM
SSD,MKNSSDCL120GB-DX,Mushkin,Callisto Deluxe 120GB,878,43.6,87,https://ssd.userbenchmark.com/SpeedTest/4237/MKNSSDCL120GB-DX
SSD,SSDSA2BZ200G3,Intel,710 Series 200GB,879,43.5,58,https://ssd.userbenchmark.com/SpeedTest/25022/INTEL-SSDSA2BZ200G3
SSD,,,FM-25S3-120GBP3 120GB,880,43.3,361,https://ssd.userbenchmark.com/SpeedTest/8614/FM-25S3-120GBP3
SSD,,OCZ,AGILITY3 90GB,881,43.2,974,https://ssd.userbenchmark.com/SpeedTest/2120/OCZ-AGILITY3
SSD,WDS120G2G0A,WD,Green 120GB (2018),882,43.1,35527,https://ssd.userbenchmark.com/SpeedTest/411798/WDC-WDS120G2G0A-00JH
SSD,,Ocz-vertex2,3.5 120GB,883,42.9,2732,https://ssd.userbenchmark.com/SpeedTest/736/OCZ-VERTEX2-35
SSD,,Adata,SX300 64GB,884,42.4,58,https://ssd.userbenchmark.com/SpeedTest/3295/ADATA-SX300
SSD,,OCZ,AGILITY3 180GB,885,42.1,326,https://ssd.userbenchmark.com/SpeedTest/1341/OCZ-AGILITY3
SSD,SSDSA2CW160G3,Intel,320 Series 160GB,886,41.9,9070,https://ssd.userbenchmark.com/SpeedTest/1192/INTEL-SSDSA2CW160G3
SSD,SSDSA2CW120G3,Intel,320 Series 120GB,887,41.5,6258,https://ssd.userbenchmark.com/Intel-320-Series-120GB/Rating/1936
SSD,,OCZ,AGILITY3 60GB,888,41.5,10495,https://ssd.userbenchmark.com/SpeedTest/1654/OCZ-AGILITY3
SSD,SSDSA2BZ100G3,Intel,710 Series 100GB,889,41.3,216,https://ssd.userbenchmark.com/SpeedTest/9161/INTEL-SSDSA2BZ100G3
SSD,PI240GS25SSDR,Patriot,Inferno 240GB,890,41.2,17,https://ssd.userbenchmark.com/SpeedTest/21776/Patriot-Inferno-240GB-SSD
SSD,SDSSDP-256G-G25,SanDisk,SSD 256GB,891,41,1811,https://ssd.userbenchmark.com/SpeedTest/1151/SanDisk-SDSSDP256G
SSD,CSSD-F60GB3-BK,Corsair,Force 3 60GB,892,41,3699,https://ssd.userbenchmark.com/SpeedTest/2139/Corsair-Force-3-SSD
SSD,,Samsung,PM830 mSATA 32GB,893,40.9,713,https://ssd.userbenchmark.com/SpeedTest/2575/SAMSUNG-SSD-PM830-mSATA-32GB
SSD,,,SandForce[290900] 240GB,894,40.4,10,https://ssd.userbenchmark.com/SpeedTest/3886/SandForce-290900-
SSD,,Samsung,470 Series SSD 128GB,895,40.4,672,https://ssd.userbenchmark.com/SpeedTest/4655/SAMSUNG-470-Series-SSD
SSD,,Intel,SSDSA2VP020G2 20GB,896,40.3,28,https://ssd.userbenchmark.com/SpeedTest/12923/INTEL-SSDSA2VP020G2
SSD,,PNY,SSD2SC240G3LC709B121-460P 240GB,897,40.2,351,https://ssd.userbenchmark.com/SpeedTest/10292/SSD2SC240G3LC709B121-460P
SSD,CSSD-F60GB2,Corsair,Force 60GB,898,40,1164,https://ssd.userbenchmark.com/SpeedTest/301/Corsair-CSSD-F60GB2
SSD,,Samsung,PM810 2.5" 7mm 128GB,899,40,2965,https://ssd.userbenchmark.com/SpeedTest/6796/SAMSUNG-SSD-PM810-25--7mm-128GB
SSD,,Ocz-vertex2,3.5 240GB,900,39.4,101,https://ssd.userbenchmark.com/SpeedTest/5514/OCZ-VERTEX2-35
SSD,,Samsung,MZ7PA128HMCD-010 128GB,901,39.2,1990,https://ssd.userbenchmark.com/SpeedTest/3873/SAMSUNG-MZ7PA128HMCD-010
SSD,SDSSDP-128G-G25,SanDisk,SSD 128GB,902,39.1,6086,https://ssd.userbenchmark.com/SpeedTest/330/SanDisk-SDSSDP128G
SSD,,Ocz-vertex2,3.5 115GB,903,38.9,2061,https://ssd.userbenchmark.com/SpeedTest/3209/OCZ-VERTEX2-35
SSD,,OCZ,SOLID3 60GB,904,38.7,923,https://ssd.userbenchmark.com/SpeedTest/3568/OCZ-SOLID3
SSD,SSDSA2CW080G3,Intel,320 Series 80GB,905,38.4,3249,https://ssd.userbenchmark.com/SpeedTest/2723/INTEL-SSDSA2CW080G3
SSD,,,FM-25S2S-120GBP2 120GB,906,38.4,270,https://ssd.userbenchmark.com/SpeedTest/3396/FM-25S2S-120GBP2
SSD,SVP200S390G,Kingston,SSDNow V+200 Series 90GB,907,38.4,519,https://ssd.userbenchmark.com/SpeedTest/3742/KINGSTON-SVP200S390G
SSD,,Samsung,MZMPC032HBCD-000L1 32GB,908,38.2,498,https://ssd.userbenchmark.com/SpeedTest/1737/SAMSUNG-MZMPC032HBCD-000L1
SSD,,Adata,S510 60GB,909,38.1,382,https://ssd.userbenchmark.com/SpeedTest/5619/ADATA-SSD-S510-60GB
SSD,,PNY,SSD2SC240G3LC709B104-495 240GB,910,38,22,https://ssd.userbenchmark.com/SpeedTest/10642/SSD2SC240G3LC709B104-495
SSD,,Corsair,Performance3 SSD 64GB,911,38,16,https://ssd.userbenchmark.com/SpeedTest/5387/Corsair-Performance3-SSD
SSD,,Crucial,MTFDBAK128MAG-1G1 128GB,912,37.9,777,https://ssd.userbenchmark.com/SpeedTest/1244/MTFDBAK128MAG-1G1
SSD,,OCZ,VERTEX2 60GB,913,37.8,4049,https://ssd.userbenchmark.com/SpeedTest/1338/OCZ-VERTEX2
SSD,,Kingston,SVP100S2128G 128GB,914,37.8,465,https://ssd.userbenchmark.com/SpeedTest/2509/KINGSTON-SVP100S2128G
SSD,,Apple,TS256C 251GB,915,37.3,446,https://ssd.userbenchmark.com/SpeedTest/1701/APPLE-SSD-TS256C
SSD,SDSSDP-064G-G25,SanDisk,SSD 64GB,916,37,2789,https://ssd.userbenchmark.com/SpeedTest/1471/SanDisk-SDSSDP064G
SSD,,Kingston,SVP100S264G 64GB,917,37,226,https://ssd.userbenchmark.com/SpeedTest/3007/KINGSTON-SVP100S264G
SSD,,,FM-25S2S-60GBP2 60GB,918,37,175,https://ssd.userbenchmark.com/SpeedTest/6020/FM-25S2S-60GBP2
SSD,,Samsung,PM81 128GB,919,36.8,55,https://ssd.userbenchmark.com/SpeedTest/1277/SAMSUNG-SSD-PM81
SSD,,Team,XS2 SSD 60GB,920,36.6,44,https://ssd.userbenchmark.com/SpeedTest/9202/TEAM-XS2-SSD
SSD,PP60GS25SSDR,Patriot,Pyro 60GB,921,36.6,513,https://ssd.userbenchmark.com/SpeedTest/3406/Patriot-Pyro
SSD,SSDMCEAC030B301,Intel,525 Series mSATA 30GB,922,36.5,44,https://ssd.userbenchmark.com/SpeedTest/1644/INTEL-SSDMCEAC030B3
SSD,SDSA6GM-128G-1122,SanDisk,U110 128GB,923,36.5,818,https://ssd.userbenchmark.com/SpeedTest/11039/SanDisk-SSD-U110-128GB
SSD,SDSSDH120GG25,SanDisk,Ultra 120GB,924,36.2,466,https://ssd.userbenchmark.com/SpeedTest/2141/SanDisk-SDSSDH120GG25
SSD,,Toshiba,THNS512GG8BBAA 512GB,925,35.9,70,https://ssd.userbenchmark.com/SpeedTest/5630/TOSHIBA-THNS512GG8BBAA
SSD,MKNSSDCL60GB-DX,Mushkin,Callisto Deluxe 60GB,926,35.9,203,https://ssd.userbenchmark.com/SpeedTest/9311/Mushkin-MKNSSDCL60GB-DX
SSD,,Sandisk,U100 256GB,927,35.9,350,https://ssd.userbenchmark.com/SpeedTest/6688/SanDisk-SSD-U100-256GB
SSD,SSDSA2M120G2GC,Intel,X25-M 120GB,928,35.8,1187,https://ssd.userbenchmark.com/SpeedTest/993/INTEL-SSDSA2M120G2GC
SSD,,Sandisk,SC032G 32GB,929,35.6,483,https://ssd.userbenchmark.com/SpeedTest/9220/SanDisk-SDSSDRC032G
SSD,,PNY,SSD2SC120G3LC709B121-460P 120GB,930,35.5,460,https://ssd.userbenchmark.com/SpeedTest/9690/SSD2SC120G3LC709B121-460P
SSD,,Corsair,CSSD-V128GB2 128GB,931,35.5,183,https://ssd.userbenchmark.com/SpeedTest/6077/Corsair-CSSD-V128GB2
SSD,CSSD-F115GB2,Corsair,Force 115GB,932,35.3,188,https://ssd.userbenchmark.com/SpeedTest/455/Corsair-CSSD-F115GB2-A
SSD,,OCZ,AGILITY2 115GB,933,35.3,181,https://ssd.userbenchmark.com/SpeedTest/4561/OCZ-AGILITY2
SSD,PI100GS25SSDR,Patriot,Inferno 100GB,934,35.3,14,https://ssd.userbenchmark.com/SpeedTest/22519/Patriot-Inferno-100GB-SSD
SSD,,Sandisk,U100 64GB,935,35.2,313,https://ssd.userbenchmark.com/SpeedTest/1019/SanDisk-SSD-U100-64GB
SSD,CSSD-F480GB3-BK,Corsair,Force 3 480GB,936,35.2,144,https://ssd.userbenchmark.com/SpeedTest/16050/Corsair-Force-3-SSD
SSD,,,CRUCIAL-CT28M225 128GB,937,35.1,10,https://ssd.userbenchmark.com/SpeedTest/6964/CRUCIAL-CT28M225
SSD,,OCZ,VERTEX2 100GB,938,34.9,562,https://ssd.userbenchmark.com/SpeedTest/2400/OCZ-VERTEX2
SSD,SSDSA2M160G2GC,Intel,X25-M 160GB,939,34.8,5623,https://ssd.userbenchmark.com/SpeedTest/2803/INTEL-SSDSA2M160G2GC
SSD,,Sandisk,U100 252GB,940,34.7,140,https://ssd.userbenchmark.com/SpeedTest/7207/SanDisk-SSD-U100-252GB
SSD,,Sandisk,U100 128GB,941,34.6,1714,https://ssd.userbenchmark.com/SpeedTest/2827/SanDisk-SSD-U100-128GB
SSD,PI60GS25SSDR,Patriot,Inferno 60GB,942,34.5,126,https://ssd.userbenchmark.com/SpeedTest/2811/Patriot-Inferno-60GB-SSD
SSD,,OCZ,AGILITY3 480GB,943,34,584,https://ssd.userbenchmark.com/SpeedTest/5217/OCZ-AGILITY3
SSD,,Samsung,PM810 mSATA 128GB,944,34,277,https://ssd.userbenchmark.com/SpeedTest/10016/SAMSUNG-SSD-PM810-mSATA-128GB
SSD,,Ocz-vertex2,3.5 180GB,945,33.9,106,https://ssd.userbenchmark.com/SpeedTest/2608/OCZ-VERTEX2-35
SSD,SSDSA2M080G2GC,Intel,X25-M 80GB,946,33.9,9247,https://ssd.userbenchmark.com/SpeedTest/1145/INTEL-SSDSA2M080G2GC
SSD,CSSD-F40GB2,Corsair,Force 40GB,947,33.4,300,https://ssd.userbenchmark.com/SpeedTest/7389/Corsair-CSSD-F40GB2-A
SSD,,OCZ,VERTEX2 160GB,948,33.4,83,https://ssd.userbenchmark.com/SpeedTest/8902/OCZ-VERTEX2
SSD,,Ocz-vertex2,3.5 90GB,949,32.9,558,https://ssd.userbenchmark.com/SpeedTest/2397/OCZ-VERTEX2-35
SSD,,Samsung,470 Series SSD 64GB,950,32.8,651,https://ssd.userbenchmark.com/SpeedTest/7582/SAMSUNG-470-Series-SSD
SSD,,Sandisk,U100 124GB,951,32.8,201,https://ssd.userbenchmark.com/SpeedTest/6235/SanDisk-SSD-U100-124GB
SSD,,Corsair,CSSD-F80GBP2 90GB,952,32.6,129,https://ssd.userbenchmark.com/SpeedTest/7896/Corsair-CSSD-F80GBP2
SSD,,OCZ,VERTEX2 50GB,953,32.4,240,https://ssd.userbenchmark.com/SpeedTest/3237/OCZ-VERTEX2
SSD,SNVP325S264GB,Kingston,SSDNow V+ Series 64GB,954,32.4,462,https://ssd.userbenchmark.com/SpeedTest/2589/KINGSTON-SNVP325S264GB
SSD,SNV325S2,Kingston,SSDNow V+ Series 128GB,955,32.3,512,https://ssd.userbenchmark.com/SpeedTest/7304/KINGSTON-SNV325S2
SSD,,Samsung,MZMPA128HMFU-000H1 128GB,956,31.9,709,https://ssd.userbenchmark.com/SpeedTest/4995/SAMSUNG-MZMPA128HMFU-000H1
SSD,,Toshiba,THNS064GG2BNAA 64GB,957,31.9,31,https://ssd.userbenchmark.com/SpeedTest/6726/TOSHIBA-THNS064GG2BNAA
SSD,SV200S3128G,Kingston,SSDNow V Series 128GB,958,31.8,121,https://ssd.userbenchmark.com/SpeedTest/2473/KINGSTON-SV200S3128G
SSD,,Sandisk,U100 SMG2 126GB,959,31.4,252,https://ssd.userbenchmark.com/SpeedTest/2375/SanDisk-SSD-U100-SMG2
SSD,,Toshiba,THNS128GG4BBAA 128GB,960,31.3,327,https://ssd.userbenchmark.com/SpeedTest/3481/TOSHIBA-THNS128GG4BBAA
SSD,,Intel,SSDSA2CT040G3 40GB,961,31.3,1185,https://ssd.userbenchmark.com/SpeedTest/5899/INTEL-SSDSA2CT040G3
SSD,,OCZ,VERTEX PLUS 120GB,962,30.9,672,https://ssd.userbenchmark.com/SpeedTest/5805/OCZ-VERTEX-PLUS
SSD,,Sandisk,U100 24GB,963,30.8,991,https://ssd.userbenchmark.com/SpeedTest/3926/SanDisk-SSD-U100-24GB
SSD,,OCZ,VERTEX 128GB,964,30.7,418,https://ssd.userbenchmark.com/SpeedTest/2560/OCZ-VERTEX
SSD,,Sandisk,U110 24GB,965,30.6,3,https://ssd.userbenchmark.com/SpeedTest/11223/SanDisk-SSD-U110-24GB
SSD,,OCZ,VERTEX-PLUS 120GB,966,30.3,239,https://ssd.userbenchmark.com/SpeedTest/4685/OCZ-VERTEX-PLUS
SSD,NOC-MSATA-60G,OCZ,Nocti Series mSATA 60GB,967,30.3,47,https://ssd.userbenchmark.com/SpeedTest/4546/OCZ-NOCTI
SSD,SSDSA1M160G2HP,Intel,X18-M 160GB,968,30.1,370,https://ssd.userbenchmark.com/SpeedTest/3864/INTEL-SSDSA1M160G2HP
SSD,,Samsung,MZMPA064HMDR-000 64GB,969,29.8,23,https://ssd.userbenchmark.com/SpeedTest/5090/SAMSUNG-MZMPA064HMDR-000
SSD,CSSD-V60GB2A,Corsair,Nova 2 60GB,970,29.6,128,https://ssd.userbenchmark.com/SpeedTest/8360/Corsair-Nova-2-SSD
SSD,SSDSA2M040G2GC,Intel,X25-M 40GB,971,29.5,1501,https://ssd.userbenchmark.com/SpeedTest/5085/INTEL-SSDSA2M040G2GC
SSD,,Patriot,Torqx 2 64GB SSD,972,28.8,270,https://ssd.userbenchmark.com/SpeedTest/5143/Patriot-Torqx-2-64GB-SSD
SSD,,Corsair,CSSD-V64GB2 64GB,973,28.4,170,https://ssd.userbenchmark.com/SpeedTest/5429/Corsair-CSSD-V64GB2
SSD,SV200S364G,Kingston,SSDNow V Series 64GB,974,28.3,961,https://ssd.userbenchmark.com/SpeedTest/3816/KINGSTON-SV200S364G
SSD,,Toshiba,THNS128GG4BAAA-NonFDE 128GB,975,28.2,299,https://ssd.userbenchmark.com/SpeedTest/5893/TOSHIBA-THNS128GG4BAAA-NonFDE
SSD,,OCZ,VERTEX2 80GB,976,27.9,188,https://ssd.userbenchmark.com/SpeedTest/4175/OCZ-VERTEX2
SSD,,Sandisk,i100 24GB,977,27.6,698,https://ssd.userbenchmark.com/SpeedTest/2946/SanDisk-SSD-i100-24GB
SSD,,Toshiba,THNSNW128GMCP 128GB,978,27.6,85,https://ssd.userbenchmark.com/SpeedTest/5430/Toshiba-THNSNW128GMCP
SSD,,OCZ,AGILITY3 360GB,979,27.4,167,https://ssd.userbenchmark.com/SpeedTest/3757/OCZ-AGILITY3
SSD,V4-CT256V4SSD2,Crucial,V4 256GB,980,27.3,184,https://ssd.userbenchmark.com/SpeedTest/4100/V4-CT256V4SSD2
SSD,NOC-MSATA-120G,OCZ,Nocti Series mSATA 120GB,981,26.8,149,https://ssd.userbenchmark.com/SpeedTest/2316/OCZ-NOCTI
SSD,,Patriot,Torqx 2 32GB SSD,982,26.7,142,https://ssd.userbenchmark.com/SpeedTest/4330/Patriot-Torqx-2-32GB-SSD
SSD,,Samsung,MZMPA032HMCD-000 32GB,983,26.7,17,https://ssd.userbenchmark.com/SpeedTest/13406/SAMSUNG-MZMPA032HMCD-000
SSD,,Samsung,MMDOE56G5MXP-0VB 256GB,984,26.7,110,https://ssd.userbenchmark.com/SpeedTest/2430/SAMSUNG-MMDOE56G5MXP-0VB
SSD,V4-CT128V4SSD2,Crucial,V4 128GB,985,26.5,173,https://ssd.userbenchmark.com/SpeedTest/5400/V4-CT128V4SSD2
SSD,,OCZ,VERTEX-TURBO 32GB,986,26.2,54,https://ssd.userbenchmark.com/SpeedTest/10536/OCZ-VERTEX-TURBO
SSD,,OCZ,VERTEX-PLUS 60GB,987,25.8,621,https://ssd.userbenchmark.com/SpeedTest/5101/OCZ-VERTEX-PLUS
SSD,,Corsair,CMFSSD-64GBG2D 64GB,988,25.6,196,https://ssd.userbenchmark.com/SpeedTest/1848/CORSAIR-CMFSSD-64GBG2D
SSD,,OCZ,NOCTI 30GB,989,25.6,64,https://ssd.userbenchmark.com/SpeedTest/6687/OCZ-NOCTI
SSD,SV200S3256G,Kingston,SSDNow V Series 256GB,990,25.3,574,https://ssd.userbenchmark.com/SpeedTest/110/KINGSTON-SV200S3256G
SSD,,OCZ,SUMMIT 128GB,991,25.3,48,https://ssd.userbenchmark.com/SpeedTest/4737/OCZ-SUMMIT
SSD,,Corsair,CMFSSD-256GBG2D 256GB,992,25.3,134,https://ssd.userbenchmark.com/SpeedTest/4873/CORSAIR-CMFSSD-256GBG2D
SSD,,OCZ,VERTEX 64GB,993,25.1,475,https://ssd.userbenchmark.com/SpeedTest/2798/OCZ-VERTEX
SSD,CSSD-V30GB2A,Corsair,Nova 2 30GB,994,25,106,https://ssd.userbenchmark.com/SpeedTest/15718/Corsair-Nova-2-SSD
SSD,,Samsung,PM800 Series 2.5" 256GB,995,24.1,847,https://ssd.userbenchmark.com/SpeedTest/5330/SAMSUNG-SSD-PM800-Series-25--256GB
SSD,,OCZ,PETROL 64GB,996,23.7,44,https://ssd.userbenchmark.com/SpeedTest/9027/OCZ-PETROL
SSD,,,CSSD-V60GB2 60GB,997,23.7,131,https://ssd.userbenchmark.com/SpeedTest/2886/CSSD-V60GB2
SSD,,Samsung,MZMPA024HMCD-000L1 24GB,998,23.6,128,https://ssd.userbenchmark.com/SpeedTest/12709/SAMSUNG-MZMPA024HMCD-000L1
SSD,,Samsung,PM800 2.5" 128GB,999,23.4,832,https://ssd.userbenchmark.com/SpeedTest/4482/SAMSUNG-SSD-PM800-25--128GB
SSD,,Kingston,SV100S2128G 128GB,1000,23.4,904,https://ssd.userbenchmark.com/SpeedTest/2099/KINGSTON-SV100S2128G
